Company,Company Path,Industry,Country,employees,marketcap,revenue,earnings,operating-margin,total-assets,total-liabilities,total-debt,net-assets,pe-ratio,ps-ratio
Clicks Group,https://companiesmarketcap.com/clicks-group,Pharmaceuticals,South Africa,18447,3690000000.0,2220000000.0,180000000.0,,1010000000.0,690000000.0,170000000.0,310000000.0,25.2,1.61
Lonza,https://companiesmarketcap.com/lonza,Pharmaceuticals,Switzerland,18000,44190000000.0,6730000000.0,1560000000.0,0.2327,19650000000.0,8119999999.999999,3230000000.0,11530000000.0,27.7,5.4
Catalent,https://companiesmarketcap.com/catalent,Pharmaceuticals,USA,18000,10280000000.0,4090000000.0,-1210000000.0,0.046,9980000000.0,6300000000.0,5010000000.0,3680000000.0,-44.1,2.51
Daiichi Sankyō,https://companiesmarketcap.com/daiichi-sankyo,Pharmaceuticals,Japan,17435,57950000000.0,10580000000.0,1380000000.0,0.1108,23190000000.0,11930000000.0,810000000.0,11250000000.0,53.8,5.35
Gilead Sciences,https://companiesmarketcap.com/gilead-sciences,Pharmaceuticals,USA,17000,85600000000.0,27110000000.0,6850000000.0,0.26839999999999997,62120000000.0,39370000000.0,24980000000.0,22740000000.0,15.6,3.16
Alkem Laboratories,https://companiesmarketcap.com/alkem-laboratories,Pharmaceuticals,India,16966,6790000000.0,1500000000.0,230000000.0,0.1348,1790000000.0,560000000.0,170000000.0,1230000000.0,49.8,4.59
Divis Laboratories,https://companiesmarketcap.com/divis-laboratories,Pharmaceuticals,India,16543,12030000000.0,890000000.0,230000000.0,0.3049,1720000000.0,190000000.0,600000.0,1520000000.0,66.1,13.3
Ipca Laboratories,https://companiesmarketcap.com/ipca-laboratories,Pharmaceuticals,India,16167,4070000000.0000005,860000000.0,120000000.0,0.1351,1370000000.0,460000000.0,230000000.0,910000000.0,67.7,4.69
Aurobindo Pharma,https://companiesmarketcap.com/aurobindo-pharma,Pharmaceuticals,India,15431,7650000000.0,3330000000.0,490000000.0,0.1118,5280000000.0,1890000000.0,800000000.0,3390000000.0,32.4,2.34
Glenmark Pharmaceuticals,https://companiesmarketcap.com/glenmark,Pharmaceuticals,India,15415,3560000000.0,1480000000.0,-39050000.0,0.09570000000000001,2400000000.0,1230000000.0,620000000.0,1170000000.0,114.0,2.38
Biocon,https://companiesmarketcap.com/biocon,Pharmaceuticals,India,15000,3930000000.0,1690000000.0,320000000.0,0.1216,6570000000.0,3640000000.0,2190000000.0,2920000000.0,77.8,2.36
Alembic Pharmaceuticals,https://companiesmarketcap.com/alembic-pharma,Pharmaceuticals,India,14593,2310000000.0,720000000.0,75560000.0,0.0731,770000000.0,230000000.0,100000000.0,530000000.0,36.4,3.25
Astellas Pharma,https://companiesmarketcap.com/astellas-pharma,Pharmaceuticals,Japan,14484,18380000000.0,10860000000.0,120000000.0,0.0975,23890000000.0,13230000000.0,6170000000.0,10660000000.0,25.0,1.71
Zoetis,https://companiesmarketcap.com/zoetis,Pharmaceuticals,USA,13800,74500000000.0,8539999999.999999,2930000000.0,0.3439,14280000000.0,9290000000.0,6750000000.0,4990000000.0,33.1,8.72
Torrent Pharmaceuticals,https://companiesmarketcap.com/torrent-pharmaceuticals,Pharmaceuticals,India,13247,10450000000.0,1240000000.0,300000000.0,0.2291,1770000000.0,960000000.0,540000000.0,800000000.0,64.3,8.39
Regeneron Pharmaceuticals,https://companiesmarketcap.com/regeneron-pharmaceuticals,Pharmaceuticals,USA,12463,101010000000.0,13110000000.0,4190000000.0000005,0.3768,33080000000.0,7100000000.0,2700000000.0,25970000000.0,24.6,7.7
WuXi Biologics,https://companiesmarketcap.com/wuxi-biologics,Pharmaceuticals,China,12397,7470000000.0,2210000000.0,770000000.0,0.35090000000000005,7190000000.0,1800000000.0,700000000.0,5380000000.0,91.0,14.7
Richter Gedeon,https://companiesmarketcap.com/richter-gedeon,Pharmaceuticals,Hungary,12167,4860000000.0,3430000000.0,440000000.0,,3680000000.0,710000000.0,100000000.0,2960000000.0,17.0,1.42
Eisai,https://companiesmarketcap.com/eisai,Pharmaceuticals,Japan,11076,11310000000.0,5290000000.0,520000000.0,0.08710000000000001,9300000000.0,3320000000.0,1170000000.0,5970000000.0,17.8,2.11
West Pharmaceutical,https://companiesmarketcap.com/west-pharma,Pharmaceuticals,USA,10700,28370000000.0,2940000000.0,690000000.0,0.212,3820000000.0,940000000.0,300000000.0,2880000000.0,51.6,9.62
Hansoh Pharma,https://companiesmarketcap.com/hansoh-pharma,Pharmaceuticals,China,10523,12140000000.0,1360000000.0,420000000.0,,4400000000.0,1070000000.0000001,620000000.0,3330000000.0,29.7,8.29
BeiGene,https://companiesmarketcap.com/beigene,Pharmaceuticals,China,10000,15850000000.0,2450000000.0,-1210000000.0,-0.8819,5800000000.0,2260000000.0,930000000.0,3530000000.0,-8.78,6.45
Organon,https://companiesmarketcap.com/organon,Pharmaceuticals,USA,10000,4670000000.0,6260000000.0,670000000.0,0.1429,12050000000.0,12120000000.0,8760000000.0,-70000000.0,7.95,0.7461
Elanco,https://companiesmarketcap.com/elanco,Pharmaceuticals,USA,9000,7270000000.0,4410000000.0,-1200000000.0,-0.0233,14360000000.0,8130000000.000001,5770000000.0,6220000000.0,-73.8,1.65
Perrigo,https://companiesmarketcap.com/perrigo,Pharmaceuticals,Ireland,8900,4230000000.0000005,4650000000.0,160000000.0,-0.031200000000000002,10800000000.0,6040000000.0,4070000000.0000005,4760000000.0,-62.6,0.9105
Taisho Pharmaceutical,https://companiesmarketcap.com/taisho-pharmaceutical,Pharmaceuticals,Japan,8784,4590000000.0,2250000000.0,110000000.0,0.0874,7130000000.0,1050000000.0,10120000.0,6080000000.0,35.9,2.04
Biogen,https://companiesmarketcap.com/biogen,Pharmaceuticals,USA,8725,29600000000.0,9830000000.0,1290000000.0,0.313,26840000000.0,12040000000.0,7330000000.0,14790000000.0,11.0,3.01
Hikma Pharmaceuticals,https://companiesmarketcap.com/hikma-pharmaceuticals,Pharmaceuticals,UK,8700,5070000000.0,2870000000.0,280000000.0,,4680000000.0,2470000000.0,1190000000.0,2200000000.0,23.5,1.76
Aspen Pharmacare,https://companiesmarketcap.com/aspen-pharmacare,Pharmaceuticals,South Africa,8612,5190000000.0,2170000000.0,340000000.0,,7160000000.0,2560000000.0,1560000000.0,4590000000.0,8.6,2.04
UCB,https://companiesmarketcap.com/ucb,Pharmaceuticals,Belgium,8600,23900000000.0,5800000000.0,480000000.0,0.0926,17170000000.000002,7250000000.0,3350000000.0,9920000000.0,34.0,2.84
Chugai Pharmaceutical,https://companiesmarketcap.com/chugai-pharmaceutical,Pharmaceuticals,Japan,7771,56250000000.0,7850000000.0,3120000000.0,0.3682,12150000000.0,1890000000.0,1940000.0,10260000000.0,23.2,7.16
Galenica,https://companiesmarketcap.com/galenica,Pharmaceuticals,Switzerland,7673,3870000000.0,4450000000.0,230000000.0,0.049699999999999994,3550000000.0,1800000000.0,280000000.0,1750000000.0,21.0,0.9666
Amneal Pharmaceuticals,https://companiesmarketcap.com/amneal-pharmaceuticals,Pharmaceuticals,USA,7600,1750000000.0,2390000000.0,-40270000.0,-0.10890000000000001,3470000000.0,3450000000.0,2750000000.0,20010000.0,-285.0,0.7335
Rohto Pharmaceutical,https://companiesmarketcap.com/rohto-pharmaceutical,Pharmaceuticals,Japan,7176,4640000000.0,1850000000.0,280000000.0,0.1489,2420000000.0,680000000.0,68330000.0,1740000000.0,21.2,2.48
FDC India,https://companiesmarketcap.com/fdc-india,Pharmaceuticals,India,6336,870000000.0,230000000.0,45970000.0,0.139,280000000.0,44530000.0,2950000.0,230000000.0,31.7,3.81
Piramal Pharma,https://companiesmarketcap.com/piramal-pharma,Pharmaceuticals,India,6295,2190000000.0,930000000.0,57890000.0,0.066,1770000000.0,840000000.0,540000000.0,930000000.0,-130.0,2.45
Sumitomo Pharma,https://companiesmarketcap.com/sumitomo-dainippon-pharma,Pharmaceuticals,Japan,6250,1050000000.0,2330000000.0,-970000000.0,0.0885,7520000000.0,5080000000.0,2920000000.0,2430000000.0,-1.08,0.4482
Indoco Remedies,https://companiesmarketcap.com/indoco-remedies,Pharmaceuticals,India,6000,380000000.0,210000000.0,17160000.0,0.1325,230000000.0,100000000.0,59730000.0,120000000.0,28.4,1.82
Jubilant Pharmova,https://companiesmarketcap.com/jubilant-pharmova,Pharmaceuticals,India,6000,1210000000.0,790000000.0,16480000.0,0.0362,1370000000.0,720000000.0,440000000.0,650000000.0,-226.0,1.55
kyowa Kirin,https://companiesmarketcap.com/kyowa-kirin,Pharmaceuticals,Japan,5982,9410000000.0,3020000000.0,500000000.0,0.12359999999999999,6710000000.0,1280000000.0,49220000.0,5430000000.0,23.0,3.07
Medpace,https://companiesmarketcap.com/medpace,Pharmaceuticals,USA,5800,12370000000.0,1880000000.0,330000000.0,0.18960000000000002,1650000000.0,1090000000.0,140000000.0,550000000.0,45.5,6.56
Laurus Labs,https://companiesmarketcap.com/laurus-labs,Pharmaceuticals,India,5753,2850000000.0,590000000.0,33509999.999999996,0.1396,970000000.0,480000000.0,250000000.0,480000000.0,66.7,4.96
Lundbeck,https://companiesmarketcap.com/lundbeck,Pharmaceuticals,Denmark,5700,4690000000.0,2890000000.0,440000000.0,0.1551,5540000000.0,2270000000.0,610000000.0,3260000000.0,13.8,1.62
Shionogi,https://companiesmarketcap.com/shionogi,Pharmaceuticals,Japan,5680,13720000000.0,2980000000.0,1360000000.0,0.5211,9640000000.0,1030000000.0,69830000.0,8610000000.0,10.0,4.63
BioNTech,https://companiesmarketcap.com/biontech,Pharmaceuticals,Germany,5500,20680000000.0,4150000000.0000005,1000000000.0,0.6614,25430000000.0,3050000000.0,240000000.0,22380000000.0,4.64,4.98
Procaps Group,https://companiesmarketcap.com/procaps-group,Pharmaceuticals,Luxembourg,5500,300000000.0,410000000.0,120000000.0,0.0487,490000000.0,460000000.0,280000000.0,38450000.0,4.08,0.7331
Virbac SA,https://companiesmarketcap.com/virbac,Pharmaceuticals,France,5459,3360000000.0,1300000000.0,180000000.0,0.1451,1540000000.0,560000000.0,180000000.0,970000000.0,28.3,1.58
Ipsen,https://companiesmarketcap.com/ipsen,Pharmaceuticals,France,5325,9650000000.0,3650000000.0,840000000.0,0.2237,6990000000.0,2760000000.0,9950000.0,4219999999.9999995,12.8,2.7
Evotec,https://companiesmarketcap.com/evotec,Pharmaceuticals,Germany,5086,2530000000.0,820000000.0,-110000000.0,-0.1888,2380000000.0,1170000000.0,620000000.0,1200000000.0,-21.0,3.09
Vertex Pharmaceuticals,https://companiesmarketcap.com/vertex-pharmaceuticals,Pharmaceuticals,USA,4800,103440000000.0,9860000000.0,4420000000.0,0.4739,22730000000.0,5140000000.0,800000000.0,17580000000.0,30.6,10.5
Gland Pharma,https://companiesmarketcap.com/gland-pharma,Pharmaceuticals,India,4752,3450000000.0,580000000.0,110000000.0,0.2562,1230000000.0,230000000.0,42990000.0,1000000000.0,39.0,6.01
Recordati,https://companiesmarketcap.com/recordati,Pharmaceuticals,Italy,4369,10980000000.0,2180000000.0,580000000.0,0.2727,4470000000.0,2640000000.0,1910000000.0,1820000000.0,26.3,4.97
Santen Pharmaceutical,https://companiesmarketcap.com/santen-pharmaceutical,Pharmaceuticals,Japan,4144,3450000000.0,2130000000.0,280000000.0,0.0016,3030000000.0,920000000.0,330000000.0,2109999999.9999998,-48.9,1.61
Natco Pharma,https://companiesmarketcap.com/natco-pharma,Pharmaceuticals,India,4025,2089999999.9999998,460000000.0,180000000.0,0.2121,750000000.0,110000000.0,29800000.0,630000000.0,21.0,4.44
Moderna,https://companiesmarketcap.com/moderna,Pharmaceuticals,USA,3900,40490000000.0,6750000000.0,-3910000000.0,0.054400000000000004,18420000000.0,4570000000.0,1240000000.0,13850000000.0,-11.7,6.07
Ono Pharmaceutical,https://companiesmarketcap.com/ono-pharmaceutical,Pharmaceuticals,Japan,3761,7330000000.0,3490000000.0,1160000000.0,0.3208,6320000000.0,710000000.0,60910000.0,5600000000.0,9.14,2.09
Abbott India,https://companiesmarketcap.com/abbott-india,Pharmaceuticals,India,3700,6740000000.0,690000000.0,180000000.0,0.25420000000000004,540000000.0,160000000.0,11020000.0,370000000.0,54.7,9.92
Siegfried Holding,https://companiesmarketcap.com/siegfried-holding,Pharmaceuticals,Switzerland,3633,4150000000.0000005,1510000000.0,170000000.0,0.1779,2210000000.0,1210000000.0,140000000.0,990000000.0,35.8,2.87
Orion Corporation,https://companiesmarketcap.com/orion-corp,Pharmaceuticals,Finland,3574,4980000000.0,1290000000.0,290000000.0,0.285,1590000000.0,600000000.0,220000000.0,980000000.0,26.9,3.88
Euroapi,https://companiesmarketcap.com/euroapi,Pharmaceuticals,France,3390,290000000.0,1050000000.0,3320000.0,,2020000000.0,730000000.0,240000000.0,1290000000.0,-87.0,1.33
Hualan Biological Engineering,https://companiesmarketcap.com/hualan-biological-engineering,Pharmaceuticals,China,3243,4740000000.0,750000000.0,290000000.0,0.3372,2160000000.0,360000000.0,120000000.0,1800000000.0,27.1,6.25
Bio-Techne,https://companiesmarketcap.com/bio-techne,Pharmaceuticals,USA,3200,10730000000.0,1140000000.0,260000000.0,0.2725,2730000000.0,760000000.0,550000000.0,1960000000.0,43.8,9.45
BioMarin Pharmaceutical,https://companiesmarketcap.com/biomarin,Pharmaceuticals,USA,3082,17540000000.0,2410000000.0,180000000.0,0.0483,6840000000.0,1890000000.0,1090000000.0,4950000000.0,117.0,7.17
Vanke,https://companiesmarketcap.com/vanke,Real Estate,China,131817,10380000000.0,65519999999.99999,4970000000.0,,229870000000.0,173030000000.0,48490000000.0,56830000000.0,1.86,0.164
Empire Company,https://companiesmarketcap.com/empire-company,Real Estate,Canada,131000,5630000000.0,22750000000.0,780000000.0,0.0316,12310000000.0,8250000000.0,5430000000.0,4059999999.9999995,10.5,0.2502
CBRE Group,https://companiesmarketcap.com/cbre-group,Real Estate,USA,115000,27310000000.0,31940000000.0,1230000000.0,0.0382,22540000000.0,13480000000.0,4820000000.0,9060000000.0,47.5,0.8676
Jones Lang LaSalle,https://companiesmarketcap.com/jll,Real Estate,USA,103300,8539999999.999999,20760000000.0,250000000.0,0.0192,16059999999.999998,9650000000.0,3110000000.0,6400000000.0,38.1,0.4166
KE Holdings,https://companiesmarketcap.com/ke-holdings,Real Estate,China,98540,16760000000.000002,10550000000.0,920000000.0,0.045899999999999996,16520000000.0,6470000000.0,2330000000.0,10040000000.0,22.8,1.7
Multiplan Empreendimentos Imobiliários,https://companiesmarketcap.com/multiplan-empreendimentos-imobiliarios,Real Estate,Brazil,80372,2800000000.0,400000000.0,290000000.0,0.7211,2370000000.0,940000000.0,650000000.0,1420000000.0,15.4,7.05
Country Garden,https://companiesmarketcap.com/country-garden,Real Estate,China,69932,1730000000.0,62400000000.0,770000000.0,,223190000000.0,188110000000.0,35640000000.0,35070000000.0,-9.04,0.1517
China Resources Land,https://companiesmarketcap.com/china-resources-land,Real Estate,Hong Kong,55311,21380000000.0,30020000000.0,8039999999.999999,,166370000000.0,117160000000.0,31810000000.0,49210000000.0,,1.09
CK Asset Holdings,https://companiesmarketcap.com/ck-asset--holdings,Real Estate,Hong Kong,55000,14320000000.0,7220000000.0,2900000000.0,0.40259999999999996,64290000000.00001,13600000000.0,7000000000.0,50680000000.0,8.04,3.07
Cushman & Wakefield,https://companiesmarketcap.com/cushman-wakefield,Real Estate,USA,52000,2250000000.0,9490000000.0,250000000.0,0.0373,7770000000.0,6090000000.0,3560000000.0,1670000000.0,-29.1,0.2371
Savills,https://companiesmarketcap.com/savills,Real Estate,UK,40433,1830000000.0,2780000000.0,180000000.0,,2520000000.0,1600000000.0,860000000.0,920000000.0,10.3,0.5183
Sun Hung Kai Properties,https://companiesmarketcap.com/sun-hung-kai-properties,Real Estate,Hong Kong,40000,27010000000.0,9080000000.0,3630000000.0,0.40880000000000005,102820000000.0,25410000000.0,16329999999.999998,77400000000.0,10.7,4.02
Longfor Group,https://companiesmarketcap.com/longfor,Real Estate,China,31565,8119999999.999999,36330000000.0,6640000000.0,,106810000000.0,74350000000.0,30580000000.0,32450000000.000004,5.08,0.5403
Shimao Property,https://companiesmarketcap.com/shimao-property,Real Estate,Hong Kong,30418,150000000.0,9140000000.0,-2550000000.0,,79700000000.0,70560000000.0,37970000000.0,9130000000.0,5.57,0.2354
Brookfield Property Partners,https://companiesmarketcap.com/brookfield-property-partners,Real Estate,Bermuda,29600,9740000000.0,9480000000.0,2550000000.0,0.2912,131570000000.0,82980000000.0,70990000000.0,48580000000.0,,1.03
FirstService,https://companiesmarketcap.com/firstservice,Real Estate,Canada,29000,6910000000.0,4330000000.0,200000000.0,0.053200000000000004,3620000000.0,2260000000.0,1410000000.0,1350000000.0,52.1,1.61
New World Development Company,https://companiesmarketcap.com/new-world-development-company,Real Estate,Hong Kong,28000,2600000000.0,12140000000.0,1280000000.0,0.1351,78640000000.0,44390000000.0,24940000000.0,34250000000.0,57.0,0.5098
Mitsui Fudosan,https://companiesmarketcap.com/mitsui-fudosan,Real Estate,Japan,24408,30640000000.0,16520000000.0,2280000000.0,0.1479,68560000000.0,45890000000.0,33630000000.000004,22670000000.0,5.78,1.72
Tokyu Fudosan Holdings,https://companiesmarketcap.com/tokyu-fudosan-holdings,Real Estate,Japan,21614,5710000000.0,7680000000.0,680000000.0,0.08789999999999999,21110000000.0,15750000000.0,11670000000.0,5350000000.0,12.8,0.6999
C&D International Investment Group,https://companiesmarketcap.com/c-d-international-investment-group,Real Estate,Hong Kong,19594,3220000000.0,19700000.0,5130000.0,,64769999999.99999,52300000000.0,12200000000.0,12460000000.0,182.0,0.3512
Colliers International,https://companiesmarketcap.com/colliers-international,Real Estate,Canada,19000,5650000000.0,4330000000.0,300000000.0,0.0649,5480000000.0,3550000000.0,2130000000.0,1920000000.0,264.0,1.31
Rocket Companies,https://companiesmarketcap.com/rocket-companies,Real Estate,USA,18500,24270000000.0,3640000000.0,-410000000.0,-0.19190000000000002,19230000000.0,10930000000.0,5130000000.0,8300000000.000001,-72.9,6.75
Yuexiu Property,https://companiesmarketcap.com/yuexiu-property-company,Real Estate,Hong Kong,18400,1910000000.0,10490000000.0,1570000000.0,,52320000000.0,39200000000.0,13880000000.0,13110000000.0,,0.3575
Daito Trust Construction,https://companiesmarketcap.com/daito-trust-construction,Real Estate,Japan,17851,7150000000.0,12100000000.0,770000000.0,0.0603,7150000000.0,4390000000.0,580000000.0,2750000000.0,14.7,0.5886
Chartwell Retirement Residences,https://companiesmarketcap.com/chartwell-retirement-residences,Real Estate,Canada,15928,2200000000.0,540000000.0,20680000.0,0.0123,2440000000.0,1840000000.0,1530000000.0,590000000.0,83.8,4.03
Geo Group,https://companiesmarketcap.com/geo-group,Real Estate,USA,15800,1950000000.0,2410000000.0,130000000.0,0.08800000000000001,3690000000.0,2400000000.0,1880000000.0,1290000000.0,16.7,0.8246
